TrialIndex,StimType,Order,Delay,ScannerRun,TripletMemberA,TripletMemberB,TripletMemberC,Xcoordinate,Ycoordinate,Xcoordinate_lure1,Ycoordinate_lure1,Xcoordinate_lure2,Ycoordinate_lure2,Xcoordinate_foil,Ycoordinate_foil
216,ERP,1,3,3,,,,188.7961173,-233.1437884,-5.51E-14,-300,274.0636373,-122.0209929,-176.3355757,242.7050983
217,OLP,2,0,3,,,,176.3355757,-242.7050983,299.5888604,-15.70078687,280.0741279,-107.5103849,-163.3917105,251.6011704
218,ERP,1,5,3,,,,200.7391819,-222.9434476,296.3065022,46.93033951,-31.35853898,-298.3565686,-212.1320344,212.1320344
219,OLP,1,1,3,,,,212.1320344,-212.1320344,299.5888604,-15.70078687,298.3565686,31.35853898,-188.7961173,233.1437884
220,ERP,2,0,3,,,,188.7961173,-233.1437884,-5.51E-14,-300,274.0636373,-122.0209929,-176.3355757,242.7050983
221,OLP,2,0,3,,,,212.1320344,-212.1320344,299.5888604,-15.70078687,298.3565686,31.35853898,-188.7961173,233.1437884
222,OLP,1,4,3,,,,222.9434476,-200.7391819,-62.37350725,-293.4442802,298.3565686,-31.35853898,-242.7050983,176.3355757
223,ERP,1,5,3,,,,233.1437884,-188.7961173,289.7777479,-77.64571353,293.4442802,-62.37350725,-212.1320344,212.1320344
224,ERP,2,0,3,,,,200.7391819,-222.9434476,296.3065022,46.93033951,-31.35853898,-298.3565686,-212.1320344,212.1320344
225,OLP,1,4,3,,,,242.7050983,-176.3355757,107.5103849,-280.0741279,296.3065022,46.93033951,-242.7050983,176.3355757
226,OLP,1,1,3,,,,251.6011704,-163.3917105,267.3019573,136.1971499,150,-259.8076211,-233.1437884,188.7961173
227,OLP,2,0,3,,,,222.9434476,-200.7391819,-62.37350725,-293.4442802,298.3565686,-31.35853898,-242.7050983,176.3355757
228,OLP,2,0,3,,,,251.6011704,-163.3917105,267.3019573,136.1971499,150,-259.8076211,-233.1437884,188.7961173
229,ERP,2,0,3,,,,233.1437884,-188.7961173,289.7777479,-77.64571353,293.4442802,-62.37350725,-212.1320344,212.1320344
230,OLP,2,0,3,,,,242.7050983,-176.3355757,107.5103849,-280.0741279,296.3065022,46.93033951,-242.7050983,176.3355757
231,BL,0,0,3,,,,259.8076211,150,,,,,,
232,ERP,1,4,3,,,,259.8076211,-150,92.70509831,-285.3169549,296.3065022,46.93033951,-242.7050983,176.3355757
233,OLP,1,4,3,,,,267.3019573,-136.1971499,212.1320344,-212.1320344,136.1971499,-267.3019573,-274.0636373,122.0209929
234,ERP,1,5,3,,,,274.0636373,-122.0209929,46.93033951,-296.3065022,293.4442802,62.37350725,-280.0741279,107.5103849
235,LLP,1,5,3,,,,280.0741279,-107.5103849,274.0636373,122.0209929,267.3019573,136.1971499,-274.0636373,122.0209929
236,ERP,1,2,3,,,,285.3169549,-92.70509831,92.70509831,-285.3169549,62.37350725,-293.4442802,-293.4442802,62.37350725
237,ERP,2,0,3,,,,259.8076211,-150,92.70509831,-285.3169549,296.3065022,46.93033951,-242.7050983,176.3355757
238,OLP,2,0,3,,,,267.3019573,-136.1971499,212.1320344,-212.1320344,136.1971499,-267.3019573,-274.0636373,122.0209929
239,ERP,2,0,3,,,,285.3169549,-92.70509831,92.70509831,-285.3169549,62.37350725,-293.4442802,-293.4442802,62.37350725
240,ERP,2,0,3,,,,274.0636373,-122.0209929,46.93033951,-296.3065022,293.4442802,62.37350725,-280.0741279,107.5103849
241,LLP,2,0,3,,,,280.0741279,-107.5103849,274.0636373,122.0209929,267.3019573,136.1971499,-274.0636373,122.0209929
242,LLP,1,3,3,,,,289.7777479,-77.64571353,150,-259.8076211,212.1320344,-212.1320344,-293.4442802,62.37350725
243,ERP,1,1,3,,,,293.4442802,-62.37350725,122.0209929,-274.0636373,212.1320344,-212.1320344,-289.7777479,77.64571353
244,LLP,1,3,3,,,,296.3065022,-46.93033951,188.7961173,-233.1437884,188.7961173,-233.1437884,-298.3565686,31.35853898
245,ERP,2,0,3,,,,293.4442802,-62.37350725,122.0209929,-274.0636373,212.1320344,-212.1320344,-289.7777479,77.64571353
246,LLP,2,0,3,,,,289.7777479,-77.64571353,150,-259.8076211,212.1320344,-212.1320344,-293.4442802,62.37350725
247,ERP,1,2,3,,,,298.3565686,-31.35853898,200.7391819,222.9434476,280.0741279,107.5103849,-300,3.67E-14
248,LLP,2,0,3,,,,296.3065022,-46.93033951,188.7961173,-233.1437884,188.7961173,-233.1437884,-298.3565686,31.35853898
249,LLP,1,1,3,,,,299.5888604,-15.70078687,222.9434476,200.7391819,259.8076211,150,-300,3.67E-14
250,ERP,2,0,3,,,,298.3565686,-31.35853898,200.7391819,222.9434476,280.0741279,107.5103849,-300,3.67E-14
251,LLP,2,0,3,,,,299.5888604,-15.70078687,222.9434476,200.7391819,259.8076211,150,-300,3.67E-14
252,BL,0,0,3,,,,259.8076211,150,,,,,,
